snapshot_date,store_id,store_name,sku_id,sku_name,size,units_on_hand,reorder_point,days_on_hand,stock_value_inr
"2026-05-12","lakeshore","Lakeshore Mall","mango-chilli","Mango Chilli","UK11","1","1","29","7999"
"2026-05-12","lakeshore","Lakeshore Mall","chestnut","Chestnut","UK6","1","1","32","8499"
"2026-05-12","lakeshore","Lakeshore Mall","chestnut","Chestnut","UK7","0","1","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","chestnut","Chestnut","UK8","0","3","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","chestnut","Chestnut","UK9","0","2","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","chestnut","Chestnut","UK10","0","1","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","chestnut","Chestnut","UK11","1","1","25","8499"
"2026-05-12","lakeshore","Lakeshore Mall","neptune","Neptune","UK6","1","0","74","9499"
"2026-05-12","lakeshore","Lakeshore Mall","neptune","Neptune","UK7","0","1","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","neptune","Neptune","UK8","0","1","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","neptune","Neptune","UK9","0","1","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","neptune","Neptune","UK10","0","1","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","neptune","Neptune","UK11","1","0","58","9499"
"2026-05-12","lakeshore","Lakeshore Mall","saffron","Saffron","UK6","1","1","16","8999"
"2026-05-12","lakeshore","Lakeshore Mall","saffron","Saffron","UK7","0","2","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","saffron","Saffron","UK8","0","4","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","saffron","Saffron","UK9","0","4","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","saffron","Saffron","UK10","0","2","0","0"
"2026-05-12","lakeshore","Lakeshore Mall","saffron","Saffron","UK11","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","madagascar","Madagascar","UK6","1","1","19","8999"
"2026-05-12","sarath-city","Sarath City","madagascar","Madagascar","UK7","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","madagascar","Madagascar","UK8","0","4","0","0"
"2026-05-12","sarath-city","Sarath City","madagascar","Madagascar","UK9","0","3","0","0"
"2026-05-12","sarath-city","Sarath City","madagascar","Madagascar","UK10","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","madagascar","Madagascar","UK11","1","1","14","8999"
"2026-05-12","sarath-city","Sarath City","mango-chilli","Mango Chilli","UK6","1","1","28","7999"
"2026-05-12","sarath-city","Sarath City","mango-chilli","Mango Chilli","UK7","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","mango-chilli","Mango Chilli","UK8","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","mango-chilli","Mango Chilli","UK9","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","mango-chilli","Mango Chilli","UK10","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","mango-chilli","Mango Chilli","UK11","2","1","43","15998"
"2026-05-12","sarath-city","Sarath City","chestnut","Chestnut","UK6","1","1","32","8499"
"2026-05-12","sarath-city","Sarath City","chestnut","Chestnut","UK7","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","chestnut","Chestnut","UK8","0","3","0","0"
"2026-05-12","sarath-city","Sarath City","chestnut","Chestnut","UK9","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","chestnut","Chestnut","UK10","1","1","15","8499"
"2026-05-12","sarath-city","Sarath City","chestnut","Chestnut","UK11","1","1","25","8499"
"2026-05-12","sarath-city","Sarath City","neptune","Neptune","UK6","1","0","74","9499"
"2026-05-12","sarath-city","Sarath City","neptune","Neptune","UK7","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","neptune","Neptune","UK8","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","neptune","Neptune","UK9","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","neptune","Neptune","UK10","0","1","0","0"
"2026-05-12","sarath-city","Sarath City","neptune","Neptune","UK11","1","0","58","9499"
"2026-05-12","sarath-city","Sarath City","saffron","Saffron","UK6","1","1","16","8999"
"2026-05-12","sarath-city","Sarath City","saffron","Saffron","UK7","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","saffron","Saffron","UK8","0","4","0","0"
"2026-05-12","sarath-city","Sarath City","saffron","Saffron","UK9","0","4","0","0"
"2026-05-12","sarath-city","Sarath City","saffron","Saffron","UK10","0","2","0","0"
"2026-05-12","sarath-city","Sarath City","saffron","Saffron","UK11","1","1","12","8999"
"2026-05-12","warehouse","Central Warehouse","madagascar","Madagascar","UK6","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","madagascar","Madagascar","UK7","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","madagascar","Madagascar","UK8","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","madagascar","Madagascar","UK9","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","madagascar","Madagascar","UK10","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","madagascar","Madagascar","UK11","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","mango-chilli","Mango Chilli","UK6","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","mango-chilli","Mango Chilli","UK7","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","mango-chilli","Mango Chilli","UK8","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","mango-chilli","Mango Chilli","UK9","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","mango-chilli","Mango Chilli","UK10","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","mango-chilli","Mango Chilli","UK11","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","chestnut","Chestnut","UK6","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","chestnut","Chestnut","UK7","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","chestnut","Chestnut","UK8","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","chestnut","Chestnut","UK9","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","chestnut","Chestnut","UK10","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","chestnut","Chestnut","UK11","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","neptune","Neptune","UK6","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","neptune","Neptune","UK7","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","neptune","Neptune","UK8","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","neptune","Neptune","UK9","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","neptune","Neptune","UK10","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","neptune","Neptune","UK11","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","saffron","Saffron","UK6","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","saffron","Saffron","UK7","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","saffron","Saffron","UK8","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","saffron","Saffron","UK9","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","saffron","Saffron","UK10","0","0","","0"
"2026-05-12","warehouse","Central Warehouse","saffron","Saffron","UK11","0","0","","0"
